C0000727	Acute abdomen
C0267716	Incisional hernia
C0267792	Hepatobiliary disease
C0267797	Hepatitis acute
C0267821	Hepatic congestion
C0267834	Hepatic cyst
C0267841	Acalculous cholecystitis
C0267925	Bile duct stenosis
C0267940	Pancreatitis haemorrhagic
C0267941	Pancreatitis necrotising
C0267953	Pancreatic necrosis
C0267988	Hyperproteinaemia
C0267994	Disorders of fluid, electrolyte and acid-base balance
C0268000	Fluid retention
C0268104	Purine metabolism disorder
C0268105	Uricaciduria
C0268379	Pseudocholinesterase deficiency
C0268407	Cardiac amyloidosis
C0268435	Proximal renal tubular acidosis
C0268671	Korsakoff's psychosis (non-alcoholic)
C0268731	Glomerulonephropathy
C0268732	Nephritic syndrome
C0268733	Acute nephritis
C0268800	Congenital renal cyst
C0268919	Scrotal disorder
C0268948	Scrotal ulcer
C0269002	Penile haemorrhage
C0269189	Ectropion of cervix
C0269268	Breast induration
C0269596	Haemorrhage in pregnancy
C0269806	Failed induction of labour
C0269842	Uterine hypertonus
C0269993	Suppressed lactation
C0270075	Unspecified condition originating in the perinatal period
C0270274	Vomiting neonatal
C0270276	Grey syndrome neonatal
C0270327	Nocturnal enuresis
C0270458	Psychotic depression
C0270549	Generalised anxiety disorder
C0270611	Brain injury
C0270612	Leukoencephalopathy
C0270629	Extradural abscess
C0270697	Lumbar puncture headache
C0270729	Drug-induced parkinsonism
C0270736	Essential tremor
C0270769	Radiation myelopathy
C0270790	Quadriparesis
C0270795	Monoparesis
C0270810	Peroneal nerve palsy
C0270844	Tonic convulsion
C0270921	Axonal neuropathy
C0270922	Demyelinating polyneuropathy
C0270934	Toxic neuropathy
C0270971	Floppy infant
C0270994	Steroid myopathy
C0270996	Eye swelling
C0271051	Macular oedema
C0271053	Cotton wool spots
C0271211	Erythropsia
C0271240	Blindness unilateral
C0271298	Chemosis
C0271308	Blepharitis allergic
C0271321	Madarosis
C0271355	VIth nerve paralysis
C0271412	Ear haemorrhage
C0271420	Ceruminosis
C0271429	Otitis media acute
C0271441	Otitis media chronic
C0271453	Otitis media serous
C0271468	Eustachian tube disorder
C0271547	Growth hormone overproduction
C0271623	Secondary hypogonadism
C0271650	Glucose tolerance impaired
C0271710	Hypoglycemic reaction
C0271738	Secondary adrenocortical insufficiency
C0271899	Normochromic normocytic anaemia
C0272118	Warm type haemolytic anaemia
C0272126	Evans syndrome
C0272195	Eosinopenia
C0272386	Tonsillar hypertrophy
C0272396	Lymph node abscess
C0272426	Mouth injury
C0272753	Femur shaft fracture
C0272774	Foot fracture
C0272891	Knee sprain
C0273115	Traumatic lung injury
C0273482	Nerve compression
C0274312	Graft complication
C0274435	Transfusion reaction
C0274702	Cholinergic syndrome
C0274714	Adrenergic syndrome
C0274727	Digoxin toxicity
C0275378	Tobacco poisoning
C0275524	Infection mixed
C0276141	Bronchitis viral
C0276143	Viral pharyngitis
C0276226	Herpes simplex encephalitis
C0276252	Cytomegalovirus hepatitis
C0276253	Pneumonia cytomegaloviral
C0276680	Candida albicans infection
C0276684	Balanitis candida
C0276908	Pneumocystis jirovecii infection
C0277525	Gastric flu
C0277577	Psychic disturbance
C0277585	Drug intolerance
C0277589	Found dead (cause undetermined)
C0277794	Prostration
C0277799	Intermittent fever
C0277884	Blood pressure systolic increased
C0277885	Blood pressure systolic decreased
C0277889	Blood pressure diastolic increased
C0277890	Blood pressure diastolic decreased
C0277899	Pulse absent
C0277919	Post thrombotic syndrome
C0277925	Peripheral coldness
C0277934	Aortic bruit
C0277941	Blanching of skin
C0277960	Dry hair
C0277961	Oily hair
C0277986	Gingival oedema
C0278008	Change of bowel habit
C0278016	Faeces hard
C0278034	Cloudy urine
C0278045	Urine odour abnormal
C0278061	Mental state abnormal
C0278079	Dependence psychological
C0278080	Dependence physiological
C0278106	Ejaculation failure
C0278107	Painful ejaculation
C0278126	Equilibrium loss
C0278134	Sensory loss
C0278151	Facial spasm
C0278488	Breast cancer stage IV
C0278678	Metastatic renal cell carcinoma
C0278883	Metastatic melanoma
C0279637	Anal cancer
C0280028	Refractory anemia with excess blasts in transformation
C0280100	Solid tumour
C0280313	Oropharyngeal squamous cell carcinoma
C0281361	Adenocarcinoma pancreas
C0281773	Acute glaucoma
C0281774	Acute psychosis
C0281778	Anal abscess
C0281784	Meningioma benign
C0281803	Endotracheal intubation complication
C0281825	Dysequilibrium
C0281839	Oesophageal rupture
C0281856	Generalized aching
C0281863	Hepatitis C antibody positive
C0281913	Muscle swelling
C0281914	Musculoskeletal deformity
C0281940	Pelvic peritonitis
C0281963	Red cell aplasia
C0281981	Skin mass
C0281982	Skin swelling
C0282005	Scrotal swelling
C0282074	Biliary sludge
C0282193	Iron overload
C0282488	Cystitis interstitial
C0282548	Leukostasis
C0282612	Prostatic intraepithelial neoplasia
C0302295	Eruption
C0302314	Xanthoma
C0302507	Parainfluenzae virus infection
C0302590	Disorder calcium (NOS)
C0302592	Cervix carcinoma
C0302809	Hepatitis fulminant
C0302810	Uraemic syndrome
C0302813	Lactase deficiency
C0302832	Obsessional neurosis
C0302858	Protein-losing gastroenteropathy
C0302859	Euthyroid goiter
C0302870	Microcytic
C0311220	Lymphocytoma cutis
C0311245	Congenital cystic kidney disease
C0311277	Central obesity
C0311394	Walking disability
C0311468	Blood bilirubin increased
C0312414	Spotting menstrual
C0312420	Hypersexuality
C0312422	Blacked-out (not amnesia)
C0314719	Dry eye
C0332534	Induration
C0332563	Papule
C0332573	Macule
C0332575	Redness
C0332579	Lividity
C0332601	Cushingoid
C0332687	Burns second degree
C0332691	Scald
C0332798	Open wound
C0333139	Pneumatosis
C0333243	Pitting edema
C0333244	Edema transient
C0333258	Lymphorrhoea
C0333286	Splinter haemorrhages
C0333291	Ulcer haemorrhage
C0333355	Mucosal inflammation
C0333472	Epidermolysis
C0333494	Phlebosclerosis
C0333516	Tumour necrosis
C0333559	Lacunar infarction
C0333582	Dystrophic calcification
C0333641	Atrophy
C0333650	Fat atrophy
C0334044	Dysplasia
C0334082	Epidermal naevus
C0334492	Malignant mesenchymoma
C0334579	Anaplastic astrocytoma
C0334634	Mantle cell lymphoma
C0334660	Intravascular large B-cell lymphoma
C0338113	Sarcoma uterus
C0338375	Aseptic peritonitis
C0338480	Migraine without aura
C0338573	Intracranial venous sinus thrombosis
C0338575	Superior sagittal sinus thrombosis
C0338591	Transient global amnesia
C0338614	Psychotic episode
C0338642	Toxic confusional state
C0338656	Cognitive impairment
C0338831	Mania
C0338908	Anxiety depression
C0339293	Corneal perforation
C0339383	Chorioretinopathy
C0339434	Choroidal effusion
C0339478	Arteriosclerotic retinopathy
C0339807	House dust allergy
C0339916	Viral upper respiratory tract infection
C0339961	Pneumonia fungal
C0340278	Atrial hypertrophy
C0340279	Ventricular hypertrophy
C0340305	Inferior myocardial infarction
C0340464	Extrasystoles
C0340515	Myocardial depression
C0340608	Renal artery thrombosis
C0340613	Arterial aneurysm
C0340726	Embolism venous
C0340861	Pulseless electrical activity
C0340865	Anaphylactoid reaction
C0340909	Arteriovenous fistula thrombosis
C0340952	Secondary anemia
C0341012	Oral herpes
C0341047	Parotid gland enlargement
C0341117	Esophageal erosions
C0341163	Gastric ulcer perforation
C0341164	Gastric ulcer haemorrhage
C0341177	Gastric erosions
C0341212	Gastrointestinal fistula
C0341245	Duodenitis haemorrhagic
C0341318	Enterocutaneous fistula
C0341439	Chronic liver disease
C0341503	Peritonitis bacterial
C0341505	Chemical peritonitis
C0341512	Retroperitoneal haematoma
C0341702	Fanconi syndrome acquired
C0341742	Acute retention of urine
C0341751	Bladder necrosis
C0342257	Diabetic complication
C0342405	Pituitary infarction
C0342406	Pituitary haemorrhage
C0342490	Adrenal atrophy
C0342548	Early menarche
C0342579	Electrolyte imbalance
C0342592	Anion gap increased
C0342649	Vascular calcification
C0342881	Homozygous familial hypercholesterolaemia
C0342882	Heterozygous familial hypercholesterolemia
C0342892	Hypolipidaemia
C0343026	Nail infection
C0343084	Capillary leak syndrome
C0343166	Effusion of knee
C0343263	Chondrolysis
C0343361	Gastroenteritis adenovirus
C0343378	Helicobacter gastritis
C0343387	Neutropenic enterocolitis
C0343401	Methicillin-resistant Staphylococcus aureus infection
C0343494	Risus sardonicus
C0343495	Lockjaw
C0343863	Genital candidiasis
C0343869	Anal candidiasis
C0343886	Gastrointestinal candidiasis
C0344232	Vision blurred
C0344304	Abdominal pain generalised
C0344315	Depressed mood
C0344320	Vivid dreams
C0344329	Collapse
C0344357	Nocturnal dyspnoea
C0344365	Incomplete bladder emptying
C0344375	Stomach cramps
C0344431	Monomorphic ventricular tachycardia
C0344432	Multifocal ventricular tachycardia
C0345217	Cloacal exstrophy
C0345326	Phimosis
C0345903	Anal skin tags
C0345904	Hepatic cancer
C0345907	Hepatic angiosarcoma
C0345996	Milia
C0346156	Benign breast neoplasm
C0346306	Pituitary microadenoma
C0346392	Choroidal nevus
C0346421	Chronic eosinophilic leukaemia
C0346647	Malignant neoplasm of pancreas
C0346989	Metastases to peritoneum
C0347197	Oral neoplasm benign
C0347390	Skin papilloma
C0347602	Retinal injury
C0347721	Back strain
C0347941	Chest mass NOS
C0347950	Asthmatic attack
C0348024	Dysfunction thyroid
C0348801	Pneumonia due to Streptococcus, group b
C0349217	Depressive episode
C0349231	Phobia
C0349398	Paranoid delusions
C0349410	Organ failure
C0349464	Wernicke-Korsakoff syndrome
C0349506	Photosensitivity
C0349702	Corneal scar
C0349705	Haemoglobin abnormal
C0349782	Ischaemic cardiomyopathy
C0349790	Exacerbation of asthma
C0373705	Progesterone
C0376175	Bell's palsy
C0376286	Avitaminosis
C0376288	Amaurosis
C0376297	Cardiac death
C0376356	Premenstrual tension
C0376358	Prostate cancer
C0376545	Haematological malignancy
C0391839	PCO2
C0391870	Red blood cell abnormality
C0391996	Hepatic atrophy
C0392025	Enlargement abdomen
C0392034	Gastrooesophagitis
C0392039	Ovarian enlargement
C0392106	Hepatic artery thrombosis
C0392156	Akathisia
C0392160	Application site atrophy
C0392162	Sticky skin
C0392163	Corneal erosion
C0392167	Drug effect prolonged
C0392168	Emprosthotonus
C0392171	Influenza-like symptoms
C0392175	Renal haemorrhage
C0392176	Gastric irritation
C0392185	Repetitive speech
C0392196	Injection site urticaria
C0392197	Warmth
C0392378	Gingival ulceration
C0392386	Platelet count decreased
C0392390	Hepatitis B e antigen positive
C0392525	Nephrolithiasis
C0392548	Cauda equina syndrome
C0392618	Postoperative infection
C0392620	Alcohol poisoning
C0392674	Exhaustion
C0392676	Hyperpyrexia
C0392684	Pulse irregular
C0392699	Dysaesthesia
C0392702	Abnormal involuntary movements
C0392703	Shakiness
C0392788	Extranodal NK/T-cell lymphoma, nasal type
C0393444	Meningitis chemical
C0393593	Dystonia
C0393615	Familial tremor
C0393759	Transient insomnia
C0393760	Initial insomnia
C0393761	Middle insomnia
C0393847	Multifocal motor neuropathy
C0393947	Cholinergic crisis
C0394006	Disequilibrium syndrome
C0395005	Polydipsia psychogenic
C0398370	Lipoedema
C0398623	Thrombophilia
C0398625	Protein C deficiency
C0399459	Oral discomfort
C0399461	Oral mucosa erosion
C0400821	Colitis microscopic
C0400822	Lymphocytic colitis
C0400823	Neutropenic colitis
C0400839	Rectal ulcer
C0400877	Postoperative ileus
C0400930	Chronic hepatic failure
C0401013	Fungal peritonitis
C0401149	Constipation chronic
C0401151	Chronic diarrhea
C0403447	Chronic renal insufficiency
C0403529	Goodpasture's syndrome
C0403592	Chronic allograft nephropathy
C0403632	Cystitis noninfective
C0403639	Chemical cystitis
C0403645	Atonic urinary bladder
C0403673	Retrograde ejaculation
C0403723	Candiduria
C0404445	Ovarian atrophy
C0404521	Vaginal infection
C0405106	Retained placenta or membranes
C0405479	Nipple disorder
C0405580	Adrenal cortical hypofunction
C0406317	Plaque psoriasis
C0406458	Diffuse alopecia
C0406479	Steroid acne
C0406484	Sebaceous hyperplasia
C0406650	Linear IgA disease
C0406834	Wound secretion
C0409497	Joint injury
C0409962	Localized osteoarthritis
C0409974	Lupus erythematosus
C0410158	Muscle damage
C0410198	Proximal myopathy
C0410256	Muscle injury
C0410480	Avascular necrosis femoral head
C0410740	Finger deformity
C0410916	Death neonatal
C0410918	Tachycardia foetal
C0410919	Bradycardia foetal
C0410959	Foetal acidosis
C0412784	Analgesic therapy
C0413234	Acute allergic reaction
C0413252	Hypothermia
C0417744	Mosquito bite
C0422974	Halo vision
C0422980	Oscillopsia
C0423006	Eye discharge
C0423008	Eye bleeding
C0423086	Staring
C0423124	Dermatochalasis
C0423153	Lacrimation
C0423172	Dacryocanaliculitis
C0423224	Sunken eyes
C0423226	Corneal pigmentation
C0423232	Corneal staining
C0423234	Punctate epithelial erosion
C0423271	Scleral hyperaemia
C0423273	Scleral thinning
C0423281	Anterior chamber flare
C0423282	Anterior chamber cell
C0423285	Keratic precipitates
C0423361	Posterior vitreous detachment
C0423602	Sensation of foreign body
C0423618	Throbbing headache
C0423636	Cardiac pain
C0423701	Urinary tract pain
C0423729	Painful respiration
C0423736	Micturition burning
C0423757	Skin thinness
C0423773	Skin scaly
C0423791	Rash maculo-papular
C0423798	Increased tendency to bruise
C0423820	Nail ridging
C0423823	Nail thinning
C0423847	Growth of eyelashes
C0424000	Suicidal ideation
C0424024	Delusional perception
C0424091	Decreased interest
C0424109	Tearfulness
C0424230	Psychomotor retardation
C0424295	Hyperkinesia
C0424296	Disinhibition
C0424323	Violent behavior
C0424332	Breath holding attack
C0424444	Teeth clenching
C0424448	Masked facies
C0424489	Chapped lips
C0424535	Vasovagal symptoms
C0424605	Developmental delay
C0424740	Cold hands
C0424741	Cold feet
C0424786	Postoperative fever
C0424790	Rigors
C0424810	Periorbital swelling
C0424813	Orbital oedema
C0424823	Parotid swelling
C0425449	Gasping
C0425481	Respiratory sighs
C0425492	Respiration irregularity
C0425591	Dropped beats
C0425669	Abdominal aortic bruit
C0425945	Prolonged menses
C0425946	Short period
C0426390	Bladder spasm
C0426498	Tongue dry
C0426576	Gastrointestinal symptom NOS
C0426584	Appetite exaggerated
C0426597	Fluid intake reduced
C0426623	Excessive flatulence
C0426636	Defaecation urgency
C0426649	Bowel spasm
C0426732	Prostatomegaly
C0426747	Anal haemorrhage
C0426900	Tibial torsion
C0426959	Akinaesthesia
C0427008	Stiffness
C0427055	Facial paresis
C0427085	Jerky movement NOS
C0427086	Movements involuntary
C0427108	Unsteadiness
C0427144	Toe walking
C0427160	Parkinsonian gait
C0427457	Red blood cell count decreased
C0427458	Red blood cell count increased
C0427546	Lymphocyte abnormal
C0427564	Platelet count normal
C0428167	Fraction of inspired oxygen
C0428196	Bicarbonate level
C0428282	Serum creatinine decreased
C0428409	Progesterone levels
C0428886	Mean arterial pressure
C0428895	Labile blood pressure
C0428908	Sinoatrial node dysfunction
C0428968	QRS voltage decreased
C0428974	Arrhythmia supraventricular
C0428977	Bradycardia
C0428982	Nodal tachycardia
C0429028	Electrocardiogram QT interval
C0429029	Electrocardiogram ST segment
C0429059	Electrocardiogram T wave amplitude decreased
C0429097	QRS complex
C0429098	Electrocardiogram QRS complex
C0429468	Anovulatory cycle
C0429774	Residual urine volume
C0432487	Post transplant lymphoproliferative disorder
C0434437	Joint sprain
C0435001	Ligament injury
C0435002	Ligament sprain
C0435630	Wrist fracture
C0435632	Hand fracture
C0438142	Urine analysis abnormal
C0438167	Electrocardiogram T wave abnormal
C0438173	Electrocardiogram QRS complex abnormal
C0438215	Laboratory test abnormal
C0438235	Liver function test normal
C0438237	Hepatic enzyme abnormal
C0438241	Blood urea normal
C0438242	Blood urea abnormal
C0438243	Serum creatinine abnormal
C0438254	Urine electrolytes abnormal
C0438434	Scotoma annular
C0438716	Chest pressure
C0438717	Transaminases increased
C0439857	Dependence
C0441713	Chemical injury
C0442856	Hypoperfusion
C0442874	Neuropathy
C0442886	Secondary infection
C0451641	Urolithiasis
C0454643	Word finding difficulty
C0455204	Homicidal ideation
C0455769	Energy increased
C0455880	Poor urinary stream
C0455899	Pharyngeal erythema
C0456103	Sepsis neonatal
C0456495	Ear canal erythema
C0456511	Sleep paralysis
C0456677	Total spinal block
C0456909	Blindness
C0457798	Dermatitis eyelid
C0458104	Genital pain male
C0458109	Ovarian pain
C0458219	Complex regional pain syndrome
C0458247	Allodynia
C0459435	Psychotic state
C0460048	Large intestinal obstruction
C0473117	Ischaemic hepatitis
C0473120	Intra-abdominal haematoma
C0473124	Perirenal haematoma
C0473237	Frank hematuria
C0473311	Haemorrhagic ovarian cyst
C0474378	Hair colour changes
C0474381	Chromatopsia
C0474395	Increased activity
C0474444	Corneal stromal edema
C0474529	Haemoglobin normal
C0475746	Light anaesthesia
C0475765	Nasal oedema
C0475858	Pruritus generalised
C0476089	Endometrial cancer
C0476254	Dyslexia
C0476273	Respiratory distress
C0476280	Musculoskeletal chest pain
C0476281	Non-cardiac chest pain
C0476289	Gas pain
C0476327	Serum amylase increased
C0476337	Blood gases abnormal
C0476369	Echocardiogram abnormal
C0476397	Electroretinogram abnormal
C0476405	Pulmonary function test abnormal
C0476414	Thyroid function test abnormal
C0476427	Smear cervix abnormal
C0476463	Found dead
C0476486	Generalized lymphadenopathy
C0477371	Other forms of epilepsy
C0483455	Prothrombin time ratio
C0494165	Metastases to liver
C0494475	Tonic-clonic seizures
C0494491	Mononeuropathy
C0494559	Inner ear disorder
C0496870	Benign hepatic neoplasm
C0496899	Brain neoplasm benign
C0496901	Pituitary tumour benign
C0497156	Lymphadenopathy
C0497201	Abnormal sensation in eye
C0497202	Abnormal eye movements NOS
C0497209	Conjunctivitis infective
C0497217	Other disorders of eye
C0497247	Blood pressure increased
C0497327	Dementia
C0497364	Localized rash
C0497365	Rash generalised
C0497471	Moniliasis genital female
C0497481	Penile pain
C0497538	Benign gastrointestinal neoplasm
C0497552	Unspecified congenital anomaly of brain, spinal cord, and nervous system
C0518015	Haemoglobin
C0518988	Tooth abscess
C0519030	Pneumonia klebsiella
C0519063	Pulmonary lymphoma
C0520459	Necrotizing enterocolitis
C0520463	Hepatitis chronic active
C0520474	Aseptic necrosis of bone
C0520477	Prostatic adenoma
C0520532	Subcutaneous haematoma
C0520539	Hypertensive episode
C0520540	Rebound hypertension
C0520546	Pulmonary microemboli
C0520547	Poor peripheral circulation
C0520559	Numbness of tongue
C0520563	Toxic dilatation of intestine
C0520564	Ileal ulcer
C0520571	Biliary fibrosis
C0520573	Buffalo hump
C0520575	Pyelonephritis acute
C0520587	Vulvovaginal discomfort
C0520588	Vulvovaginal pain
C0520589	Vulvovaginal dryness
C0520594	Breast microcalcification
C0520679	Obstructive sleep apnea syndrome
C0520723	Periorbital haematoma
C0520729	Subconjunctival cyst
C0520736	Coombs positive haemolytic anaemia
C0520757	Delayed recovery from anaesthesia
C0520758	Neuromuscular block prolonged
C0520802	Radiation recall syndrome
C0520806	Sudden death, cause unknown
C0520821	Pleurothotonus
C0520837	Forced expiratory volume decreased
C0520854	Mean arterial pressure decreased
C0520861	Venous pressure jugular increased
C0520863	Diastolic dysfunction
C0520872	Stroke volume increased
C0520878	Electrocardiogram PR shortened
C0520886	Electrocardiogram ST segment elevation
C0520887	Electrocardiogram ST segment depression
C0520888	Electrocardiogram T wave inversion
C0520893	Localized exfoliation
C0520904	Nausea postoperative
C0520933	Spermatogenesis abnormal
C0520962	Pain localised
C0520966	Coordination abnormal
C0521008	Screaming
C0521158	Neoplasm recurrence
C0521160	Rash psoriaform
C0521161	Vasculitic rash
C0521169	Compression fracture
C0521170	Osteoporotic fracture
C0521172	Eschar
C0521208	Accident at home
C0521305	Assisted fertilisation
C0521464	Skin oedema
C0521465	Toxic skin eruption
C0521471	Systemic lupus erythematosus rash
C0521476	Nail bed infection
C0521481	Oedema mucosal
C0521490	Application site irritation
C0521491	Application site pain
C0521492	Application site ulcer
C0521495	Application site rash
C0521498	Injection site irritation
C0521499	Injection site pigmentation changes
C0521500	Injection site extravasation
C0521501	Injection site thrombosis
C0521503	Injection site burning
C0521505	Injection site dermatitis
C0521507	Injection site ulcer
C0521508	Injection site bruising
C0521509	Injection site induration
C0521510	Implant site reaction
C0521516	Polymyalgia
C0521540	Brain stem haemorrhage
C0521546	Congenital joint malformation
C0521554	Congenital vesicoureteric reflux
C0521591	Paraesthesia oral
C0521592	Hypoaesthesia oral
C0521616	Pseudoporphyria
C0521619	Pelvi-ureteric obstruction
C0521620	Hydroureter
C0521622	Bilateral hydronephrosis
C0521626	Bladder fibrosis
C0521634	Genital itching female
C0521654	Neurological impairment
C0521662	Hemiplegia transient
C0521694	Retinal atrophy
C0521706	Cataract unilateral
C0521839	Influenza like illness
C0521845	Drug effect decreased
C0521854	Drug tolerance decreased
C0521987	Pre-existing disease
C0521991	Stress symptoms
C0522035	Upper limb oedema
C0522042	Loss of control of legs
C0522046	Cough suppression
C0522051	Acute chest pain
C0522055	Electrocardiogram abnormal
C0522058	Carbohydrate craving
C0522061	Abdominal pain localised
C0522063	Impaired gastric emptying
C0522064	Regurgitation of food
C0522067	Hepatic pain
C0522153	Urine color abnormal
C0522165	Feeling of relaxation
C0522172	Feeling drunk
C0522178	Self-injurious ideation
C0522214	Visual evoked potentials abnormal
C0522224	Paralysis
C0522245	Feeling hot and cold
C0522251	Sinus pain
C0522336	Eye rolling
C0522348	Ear feels clogged
C0522351	Vertigo positional
C0522570	Inflammation localised
C0522757	Exposure to toxic agent
C0524620	Metabolic syndrome
C0524662	Dependence on opiates
C0524702	Pulmonary thromboembolism
C0524909	Chronic hepatitis B
C0525045	Affective disorder
C0541760	Hepatic adenoma
C0541766	Aggravation of existing disorder
C0541767	Platelet aggregation abnormal
C0541772	Ammonia increased
C0541782	Sinus arrest
C0541798	Terminal insomnia
C0541799	Bad taste
C0541802	Bicarbonate decreased serum
C0541819	Burning rectal
C0541820	Carbohydrate tolerance decreased
C0541831	Choreiform
C0541832	Chromaturia
C0541840	Contraction skeletal muscle
C0541865	Deposit eye
C0541879	Detachment psychological
C0541881	Difficulty focusing eyes
C0541882	Difficulty thinking
C0541887	Discomfort rectal
C0541900	Disulfiram like reaction
C0541913	Duodenal ulcer aggravated
C0541919	Dystonic reaction
C0541922	Eczema allergic atopic
C0541923	Lip oedema
C0541941	Erection increased
C0541947	Excitation cerebral
C0541974	Fuzzy head
C0541976	Gas in stomach
C0542007	Cerebral haematoma
C0542008	Injection site haematoma
C0542027	Hypercoagulation
C0542035	Hypoplasia erythroid
C0542044	Incoherent
C0542051	Instability vasomotor
C0542052	Coronary artery insufficiency
C0542075	Local throat irritation
C0542101	Nasal burning
C0542127	Oversedation
C0542149	Injection site phlebitis
C0542165	Pseudoparkinsonism
C0542175	Rash pemphigoid
C0542184	Reaction gastrointestinal
C0542203	Water retention
C0542215	Slough injection site
C0542223	Speech loss
C0542224	Spots before eyes
C0542237	Thrombophlebitis injection site
C0542239	Tired and heavy
C0542243	Toxic reaction (NOS)
C0542247	Tremulousness
C0542313	Sleep talking
C0542346	Pimples
C0542351	Battery
C0542476	Forgetfulness
C0542519	Renal agenesis
C0542571	Face oedema
C0543392	Feces bloodstained
C0543467	Surgery
C0543698	Hypersensitive syndrome
C0544618	Orthostatic hypertension
C0546343	Mucosal erosion
C0546817	Fluid overload
C0546884	Hypovolaemia
C0546947	Choking sensation
C0546956	Onychoclasis
C0546959	Atrial tachycardia
C0547000	Joint lock
C0547030	Visual disturbance
C0548823	Distress gastrointestinal
C0549124	Embolism arterial
C0549202	Chapped skin
C0549209	Feeling jittery
C0549225	Myasthenic syndrome
C0549229	Nail discomfort
C0549234	Arthralgia aggravated
C0549239	Dizziness aggravated
C0549249	Depressed level of consciousness
C0549250	Jaw stiffness
C0549253	Bladder dilatation
C0549257	Loss of confidence
C0549259	Anxiety aggravated
C0549262	Rebound effect
C0549264	Sensation of blood flow
C0549273	Abdominal pain aggravated
C0549277	Gastritis aggravated
C0549280	Nausea aggravated
C0549284	Fibrillation atrial aggravated
C0549288	Pelvic venous thrombosis
C0549294	Neutropenia aggravated
C0549297	Auricular swelling
C0549310	Vaginal mycosis
C0549322	Eyelid infection
C0549335	Bone pain aggravated
C0549336	Asthma aggravated
C0549343	Neck tightness
C0549346	Ischial neuralgia
C0549356	Inflicted injury
C0549357	Abdominal adhesions
C0549363	Hot dry skin
C0549369	Pancreatic enzymes increased
C0549373	Laryngeal pain
C0549374	Lumbar disc lesion
C0549376	Plasma osmolality decreased
C0549383	Ovarian hyperstimulation
C0549385	Feeling of body temperature change
C0549386	Sensation of warmth
C0549389	Wound discharge increased
C0549391	Bladder discomfort
C0549393	Alcohol problem
C0549395	Blood urea decreased
C0549397	Nasal septum deviation
C0549398	Meibomianitis
C0549399	Low density lipoprotein increased
C0549400	Apgar score low
C0549405	Blood pressure fluctuation
C0549410	Palmar-plantar erythrodysaesthesia syndrome
C0549418	Urine flow decreased
C0549419	Skin fragility
C0549428	Nicotinic effects
C0549430	Procedural site reaction
C0549433	Surgical intervention
C0549444	Vein discolouration
C0549445	Anaemia NOS aggravated
C0549447	Urine odour foul
C0549448	Haemoglobin increased
C0549450	Oesophageal reflux aggravated
C0549452	Localised skin reaction
C0549453	Traumatic haematoma
C0549463	X-linked lymphoproliferative syndrome
C0549473	Thyroid carcinoma
C0549475	Lipase increased
C0549478	Device expulsion
C0549493	Alveolitis
C0549536	Monocyte count decreased
C0549567	Pigmentation disorder
C0549622	Sexual dysfunction
C0549634	Lipids abnormal
C0549635	Potassium abnormal NOS
C0553548	Angiitis necrotising
C0553576	Systemic mycosis
C0553668	Labored breathing
C0553690	Reversible ischaemic neurological deficit
C0553692	Haemorrhagic stroke
C0553698	Monocyte count increased
C0553702	Ca++ increased
C0553704	Serum potassium increased
C0553706	Serum phosphate increased
C0553713	Breast pain female
C0553721	Sweating decreased
C0553723	Squamous cell carcinoma of skin
C0553730	Chondrocalcinosis
C0553731	PRL increased
C0553732	Prothrombin level decreased
C0553737	Cervical discharge
C0553980	Endocardial fibrosis
C0554309	Azotemia prerenal
C0554976	Bradyphrenia
C0555120	White blood cells urine positive
C0555358	Morbid thoughts
C0555724	Lip dry
C0555970	Nose infection NOS
C0555971	Oral infection
C0556385	Alcohol craving
C0558143	Skin maceration
C0558148	Yellow skin
C0558348	Gastroenteritis bacterial
C0558353	Carcinoma of tongue
C0558368	Vaginal irritation
C0558401	Skin laceration
C0558489	Renal pain
C0558919	Stress at work
C0559031	Functional gastrointestinal disorder
C0559546	Adverse reaction
C0559938	Ileal perforation
C0560024	Swelling of eyelid
C0560046	Unable to walk
C0562057	Burning in throat
C0562483	Persistent cough
C0563238	Gastritis viral
C0564622	Albumin urine present
C0564768	Genital infection male
C0566948	Vaginal swelling
C0566951	Vaginal ulceration
C0567085	Uterine pain
C0568180	Lithium poisoning
C0574002	Foot edema
C0574067	Cough increased
C0574068	Rib pain
C0574741	Skin bleeding
C0574770	Body hair loss
C0574785	Lower urinary tract symptoms
C0574960	Sacroiliitis
C0575081	Gait disturbance
C0575090	Balance disorder
C0575805	Hand swelling
C0576091	Knee deformity
C0576093	Genu valgum
C0576702	Lhermitte's sign
C0576995	Pharyngeal haemorrhage
C0577115	Soft stools
C0577559	Mass
C0577598	Swollen arm
C0577628	Latex allergy
C0577730	Family stress
C0577822	Heart sounds abnormal
C0578050	Lymph node pain
C0578159	Antibiotic-associated diarrhea
C0578454	Neck swelling
C0578455	Abscess limb
C0578682	Eyebrow loss of
C0578687	Sore eye
C0578735	Lymphadenopathy axillary
C0578736	Lymphadenopathy inguinal
C0580181	Jessner's lymphocytic infiltration
C0580317	Platelet count abnormal
C0580412	Prothrombin time abnormal
C0580413	Prothrombin time shortened
C0580417	International normalised ratio abnormal
C0580493	Serum albumin decreased
C0580531	White blood cell count abnormal
C0580546	Blood glucose abnormal
C0580550	Lymphocyte count abnormal
C0581164	Digoxin level increased
C0581386	Chronic anxiety
